subgroup,Age,Age_label,Sex,Sex_label,Race,Race_label,diseases,count,crude_se,population
23,3,45-54,2,Male,3,HIS,OTH_medBMI,113,11,3207152
24,3,45-54,2,Male,4,OTH,OTH_medBMI,33,6,2807268
25,4,55-64,1,Female,1,NHW,OTH_medBMI,1071,33,16626401
26,4,55-64,1,Female,2,NHB,OTH_medBMI,387,20,3005374
27,4,55-64,1,Female,3,HIS,OTH_medBMI,123,12,2911586
28,4,55-64,1,Female,4,OTH,OTH_medBMI,49,7,2629488
29,4,55-64,2,Male,1,NHW,OTH_medBMI,1496,40,15564860
30,4,55-64,2,Male,2,NHB,OTH_medBMI,366,20,2050599
31,4,55-64,2,Male,3,HIS,OTH_medBMI,168,13,2832735
32,4,55-64,2,Male,4,OTH,OTH_medBMI,51,8,2195076
33,5,65-74,1,Female,1,NHW,OTH_medBMI,2153,47,11513863
34,5,65-74,1,Female,2,NHB,OTH_medBMI,538,24,1390166
35,5,65-74,1,Female,3,HIS,OTH_medBMI,212,15,1616432
36,5,65-74,1,Female,4,OTH,OTH_medBMI,74,9,1089947
37,5,65-74,2,Male,1,NHW,OTH_medBMI,2372,49,10345066
38,5,65-74,2,Male,2,NHB,OTH_medBMI,364,20,1099252
39,5,65-74,2,Male,3,HIS,OTH_medBMI,161,13,1168063
40,5,65-74,2,Male,4,OTH,OTH_medBMI,76,9,989548
41,6,75+,1,Female,1,NHW,OTH_medBMI,14844,169,9145660
42,6,75+,1,Female,2,NHB,OTH_medBMI,1083,47,1249362
43,6,75+,1,Female,3,HIS,OTH_medBMI,663,37,737080
44,6,75+,1,Female,4,OTH,OTH_medBMI,419,29,689818
45,6,75+,2,Male,1,NHW,OTH_medBMI,9270,136,6831819
46,6,75+,2,Male,2,NHB,OTH_medBMI,551,34,670963
47,6,75+,2,Male,3,HIS,OTH_medBMI,395,29,548525
48,6,75+,2,Male,4,OTH,OTH_medBMI,250,23,638884
1,1,20-34,1,Female,1,NHW,OTH_medSBP,155,13,18192633
2,1,20-34,1,Female,2,NHB,OTH_medSBP,85,10,4596338
3,1,20-34,1,Female,3,HIS,OTH_medSBP,28,6,6549965
4,1,20-34,1,Female,4,OTH,OTH_medSBP,9,2,3878604
5,1,20-34,2,Male,1,NHW,OTH_medSBP,172,14,19295314
6,1,20-34,2,Male,2,NHB,OTH_medSBP,83,9,4186659
7,1,20-34,2,Male,3,HIS,OTH_medSBP,31,6,6886181
8,1,20-34,2,Male,4,OTH,OTH_medSBP,15,4,3785306
9,2,35-44,1,Female,1,NHW,OTH_medSBP,253,16,10789518
10,2,35-44,1,Female,2,NHB,OTH_medSBP,139,12,2841551
11,2,35-44,1,Female,3,HIS,OTH_medSBP,46,7,4706043
12,2,35-44,1,Female,4,OTH,OTH_medSBP,9,2,2705155
13,2,35-44,2,Male,1,NHW,OTH_medSBP,258,16,10698668
14,2,35-44,2,Male,2,NHB,OTH_medSBP,137,12,2373836
15,2,35-44,2,Male,3,HIS,OTH_medSBP,75,9,4477083
16,2,35-44,2,Male,4,OTH,OTH_medSBP,38,7,2268050
17,3,45-54,1,Female,1,NHW,OTH_medSBP,499,23,12961330
18,3,45-54,1,Female,2,NHB,OTH_medSBP,244,16,2294986
19,3,45-54,1,Female,3,HIS,OTH_medSBP,77,9,2981376
20,3,45-54,1,Female,4,OTH,OTH_medSBP,31,6,1908325
21,3,45-54,2,Male,1,NHW,OTH_medSBP,603,25,10622756
22,3,45-54,2,Male,2,NHB,OTH_medSBP,250,16,2323392
23,3,45-54,2,Male,3,HIS,OTH_medSBP,113,11,3207152
24,3,45-54,2,Male,4,OTH,OTH_medSBP,33,6,2807268
25,4,55-64,1,Female,1,NHW,OTH_medSBP,1071,33,16626401
26,4,55-64,1,Female,2,NHB,OTH_medSBP,387,20,3005374
27,4,55-64,1,Female,3,HIS,OTH_medSBP,123,12,2911586
28,4,55-64,1,Female,4,OTH,OTH_medSBP,49,7,2629488
29,4,55-64,2,Male,1,NHW,OTH_medSBP,1496,40,15564860
30,4,55-64,2,Male,2,NHB,OTH_medSBP,366,20,2050599
31,4,55-64,2,Male,3,HIS,OTH_medSBP,168,13,2832735
32,4,55-64,2,Male,4,OTH,OTH_medSBP,51,8,2195076
33,5,65-74,1,Female,1,NHW,OTH_medSBP,2153,47,11513863
34,5,65-74,1,Female,2,NHB,OTH_medSBP,538,24,1390166
35,5,65-74,1,Female,3,HIS,OTH_medSBP,212,15,1616432
36,5,65-74,1,Female,4,OTH,OTH_medSBP,74,9,1089947
37,5,65-74,2,Male,1,NHW,OTH_medSBP,2372,49,10345066
38,5,65-74,2,Male,2,NHB,OTH_medSBP,364,20,1099252
39,5,65-74,2,Male,3,HIS,OTH_medSBP,161,13,1168063
40,5,65-74,2,Male,4,OTH,OTH_medSBP,76,9,989548
41,6,75+,1,Female,1,NHW,OTH_medSBP,14844,169,9145660
42,6,75+,1,Female,2,NHB,OTH_medSBP,1083,47,1249362
43,6,75+,1,Female,3,HIS,OTH_medSBP,663,37,737080
44,6,75+,1,Female,4,OTH,OTH_medSBP,419,29,689818
45,6,75+,2,Male,1,NHW,OTH_medSBP,9270,136,6831819
46,6,75+,2,Male,2,NHB,OTH_medSBP,551,34,670963
47,6,75+,2,Male,3,HIS,OTH_medSBP,395,29,548525
48,6,75+,2,Male,4,OTH,OTH_medSBP,250,23,638884
1,1,20-34,1,Female,1,NHW,PC,89,21,18192633
2,1,20-34,1,Female,2,NHB,PC,44,14,4596338
3,1,20-34,1,Female,3,HIS,PC,60,13,6549965
4,1,20-34,1,Female,4,OTH,PC,23,9,3878604
5,1,20-34,2,Male,1,NHW,PC,85,20,19295314
6,1,20-34,2,Male,2,NHB,PC,8,6,4186659
7,1,20-34,2,Male,3,HIS,PC,23,8,6886181
8,1,20-34,2,Male,4,OTH,PC,4,4,3785306
9,2,35-44,1,Female,1,NHW,PC,242,32,10789518
10,2,35-44,1,Female,2,NHB,PC,86,20,2841551
11,2,35-44,1,Female,3,HIS,PC,101,18,4706043
12,2,35-44,1,Female,4,OTH,PC,42,12,2705155
13,2,35-44,2,Male,1,NHW,PC,265,33,10698668
14,2,35-44,2,Male,2,NHB,PC,47,14,2373836
15,2,35-44,2,Male,3,HIS,PC,80,16,4477083
16,2,35-44,2,Male,4,OTH,PC,28,10,2268050
17,3,45-54,1,Female,1,NHW,PC,887,63,12961330
18,3,45-54,1,Female,2,NHB,PC,216,28,2294986
19,3,45-54,1,Female,3,HIS,PC,193,22,2981376
20,3,45-54,1,Female,4,OTH,PC,156,20,1908325
21,3,45-54,2,Male,1,NHW,PC,1180,65,10622756
22,3,45-54,2,Male,2,NHB,PC,260,32,2323392
23,3,45-54,2,Male,3,HIS,PC,256,26,3207152
24,3,45-54,2,Male,4,OTH,PC,232,32,2807268
25,4,55-64,1,Female,1,NHW,PC,3517,132,16626401
26,4,55-64,1,Female,2,NHB,PC,1025,71,3005374
27,4,55-64,1,Female,3,HIS,PC,562,42,2911586
28,4,55-64,1,Female,4,OTH,PC,453,43,2629488
29,4,55-64,2,Male,1,NHW,PC,5229,158,15564860
30,4,55-64,2,Male,2,NHB,PC,845,57,2050599
31,4,55-64,2,Male,3,HIS,PC,776,50,2832735
32,4,55-64,2,Male,4,OTH,PC,535,46,2195076
33,5,65-74,1,Female,1,NHW,PC,5635,157,11513863
34,5,65-74,1,Female,2,NHB,PC,907,57,1390166
35,5,65-74,1,Female,3,HIS,PC,769,49,1616432
36,5,65-74,1,Female,4,OTH,PC,414,31,1089947
37,5,65-74,2,Male,1,NHW,PC,6940,173,10345066
38,5,65-74,2,Male,2,NHB,PC,922,59,1099252
39,5,65-74,2,Male,3,HIS,PC,607,41,1168063
40,5,65-74,2,Male,4,OTH,PC,538,38,989548
41,6,75+,1,Female,1,NHW,PC,7651,180,9145660
42,6,75+,1,Female,2,NHB,PC,1202,76,1249362
43,6,75+,1,Female,3,HIS,PC,615,36,737080
44,6,75+,1,Female,4,OTH,PC,536,33,689818
45,6,75+,2,Male,1,NHW,PC,7271,179,6831819
46,6,75+,2,Male,2,NHB,PC,751,58,670963
47,6,75+,2,Male,3,HIS,PC,503,34,548525
48,6,75+,2,Male,4,OTH,PC,498,36,638884
1,1,20-34,1,Female,1,NHW,PVD,0,0,18192633
2,1,20-34,1,Female,2,NHB,PVD,0,0,4596338
3,1,20-34,1,Female,3,HIS,PVD,0,0,6549965
4,1,20-34,1,Female,4,OTH,PVD,0,0,3878604
5,1,20-34,2,Male,1,NHW,PVD,5,2,19295314
6,1,20-34,2,Male,2,NHB,PVD,2,1,4186659
7,1,20-34,2,Male,3,HIS,PVD,2,1,6886181
8,1,20-34,2,Male,4,OTH,PVD,1,1,3785306
9,2,35-44,1,Female,1,NHW,PVD,12,4,10789518
10,2,35-44,1,Female,2,NHB,PVD,3,1,2841551
11,2,35-44,1,Female,3,HIS,PVD,4,1,4706043
12,2,35-44,1,Female,4,OTH,PVD,2,1,2705155
13,2,35-44,2,Male,1,NHW,PVD,9,3,10698668
14,2,35-44,2,Male,2,NHB,PVD,2,1,2373836
15,2,35-44,2,Male,3,HIS,PVD,4,1,4477083
16,2,35-44,2,Male,4,OTH,PVD,2,1,2268050
17,3,45-54,1,Female,1,NHW,PVD,51,7,12961330
18,3,45-54,1,Female,2,NHB,PVD,20,5,2294986
19,3,45-54,1,Female,3,HIS,PVD,9,2,2981376
20,3,45-54,1,Female,4,OTH,PVD,7,1,1908325
21,3,45-54,2,Male,1,NHW,PVD,56,8,10622756
22,3,45-54,2,Male,2,NHB,PVD,25,5,2323392
23,3,45-54,2,Male,3,HIS,PVD,13,4,3207152
24,3,45-54,2,Male,4,OTH,PVD,7,1,2807268
25,4,55-64,1,Female,1,NHW,PVD,200,14,16626401
26,4,55-64,1,Female,2,NHB,PVD,64,9,3005374
27,4,55-64,1,Female,3,HIS,PVD,35,7,2911586
28,4,55-64,1,Female,4,OTH,PVD,9,2,2629488
29,4,55-64,2,Male,1,NHW,PVD,312,18,15564860
30,4,55-64,2,Male,2,NHB,PVD,107,11,2050599
31,4,55-64,2,Male,3,HIS,PVD,38,7,2832735
32,4,55-64,2,Male,4,OTH,PVD,11,4,2195076
33,5,65-74,1,Female,1,NHW,PVD,427,21,11513863
34,5,65-74,1,Female,2,NHB,PVD,109,11,1390166
35,5,65-74,1,Female,3,HIS,PVD,32,6,1616432
36,5,65-74,1,Female,4,OTH,PVD,11,4,1089947
37,5,65-74,2,Male,1,NHW,PVD,643,26,10345066
38,5,65-74,2,Male,2,NHB,PVD,147,13,1099252
39,5,65-74,2,Male,3,HIS,PVD,62,8,1168063
40,5,65-74,2,Male,4,OTH,PVD,16,5,989548
41,6,75+,1,Female,1,NHW,PVD,2411,69,9145660
42,6,75+,1,Female,2,NHB,PVD,385,28,1249362
43,6,75+,1,Female,3,HIS,PVD,173,19,737080
44,6,75+,1,Female,4,OTH,PVD,74,12,689818
45,6,75+,2,Male,1,NHW,PVD,1665,58,6831819
46,6,75+,2,Male,2,NHB,PVD,279,24,670963
47,6,75+,2,Male,3,HIS,PVD,129,16,548525
48,6,75+,2,Male,4,OTH,PVD,40,9,638884
1,1,20-34,1,Female,1,NHW,PVD_medBMI,0,0,18192633
2,1,20-34,1,Female,2,NHB,PVD_medBMI,0,0,4596338
3,1,20-34,1,Female,3,HIS,PVD_medBMI,0,0,6549965
4,1,20-34,1,Female,4,OTH,PVD_medBMI,0,0,3878604
5,1,20-34,2,Male,1,NHW,PVD_medBMI,5,2,19295314
6,1,20-34,2,Male,2,NHB,PVD_medBMI,2,1,4186659
7,1,20-34,2,Male,3,HIS,PVD_medBMI,2,1,6886181
8,1,20-34,2,Male,4,OTH,PVD_medBMI,1,1,3785306
9,2,35-44,1,Female,1,NHW,PVD_medBMI,12,4,10789518
10,2,35-44,1,Female,2,NHB,PVD_medBMI,3,1,2841551
11,2,35-44,1,Female,3,HIS,PVD_medBMI,4,1,4706043
12,2,35-44,1,Female,4,OTH,PVD_medBMI,2,1,2705155
13,2,35-44,2,Male,1,NHW,PVD_medBMI,9,3,10698668
14,2,35-44,2,Male,2,NHB,PVD_medBMI,2,1,2373836
15,2,35-44,2,Male,3,HIS,PVD_medBMI,4,1,4477083
16,2,35-44,2,Male,4,OTH,PVD_medBMI,2,1,2268050
17,3,45-54,1,Female,1,NHW,PVD_medBMI,51,7,12961330
18,3,45-54,1,Female,2,NHB,PVD_medBMI,20,5,2294986
19,3,45-54,1,Female,3,HIS,PVD_medBMI,9,2,2981376
20,3,45-54,1,Female,4,OTH,PVD_medBMI,7,1,1908325
21,3,45-54,2,Male,1,NHW,PVD_medBMI,56,8,10622756
22,3,45-54,2,Male,2,NHB,PVD_medBMI,25,5,2323392
23,3,45-54,2,Male,3,HIS,PVD_medBMI,13,4,3207152
24,3,45-54,2,Male,4,OTH,PVD_medBMI,7,1,2807268
25,4,55-64,1,Female,1,NHW,PVD_medBMI,200,14,16626401
26,4,55-64,1,Female,2,NHB,PVD_medBMI,64,9,3005374
27,4,55-64,1,Female,3,HIS,PVD_medBMI,35,7,2911586
28,4,55-64,1,Female,4,OTH,PVD_medBMI,9,2,2629488
29,4,55-64,2,Male,1,NHW,PVD_medBMI,312,18,15564860
30,4,55-64,2,Male,2,NHB,PVD_medBMI,107,11,2050599
31,4,55-64,2,Male,3,HIS,PVD_medBMI,38,7,2832735
32,4,55-64,2,Male,4,OTH,PVD_medBMI,11,4,2195076
33,5,65-74,1,Female,1,NHW,PVD_medBMI,427,21,11513863
34,5,65-74,1,Female,2,NHB,PVD_medBMI,109,11,1390166
35,5,65-74,1,Female,3,HIS,PVD_medBMI,32,6,1616432
36,5,65-74,1,Female,4,OTH,PVD_medBMI,11,4,1089947
37,5,65-74,2,Male,1,NHW,PVD_medBMI,643,26,10345066
38,5,65-74,2,Male,2,NHB,PVD_medBMI,147,13,1099252
39,5,65-74,2,Male,3,HIS,PVD_medBMI,62,8,1168063
40,5,65-74,2,Male,4,OTH,PVD_medBMI,16,5,989548
41,6,75+,1,Female,1,NHW,PVD_medBMI,2411,69,9145660
42,6,75+,1,Female,2,NHB,PVD_medBMI,385,28,1249362
43,6,75+,1,Female,3,HIS,PVD_medBMI,173,19,737080
44,6,75+,1,Female,4,OTH,PVD_medBMI,74,12,689818
45,6,75+,2,Male,1,NHW,PVD_medBMI,1665,58,6831819
46,6,75+,2,Male,2,NHB,PVD_medBMI,279,24,670963
47,6,75+,2,Male,3,HIS,PVD_medBMI,129,16,548525
48,6,75+,2,Male,4,OTH,PVD_medBMI,40,9,638884
1,1,20-34,1,Female,1,NHW,PVD_medSBP,0,0,18192633
2,1,20-34,1,Female,2,NHB,PVD_medSBP,0,0,4596338
3,1,20-34,1,Female,3,HIS,PVD_medSBP,0,0,6549965
4,1,20-34,1,Female,4,OTH,PVD_medSBP,0,0,3878604
5,1,20-34,2,Male,1,NHW,PVD_medSBP,5,2,19295314
6,1,20-34,2,Male,2,NHB,PVD_medSBP,2,1,4186659
7,1,20-34,2,Male,3,HIS,PVD_medSBP,2,1,6886181
8,1,20-34,2,Male,4,OTH,PVD_medSBP,1,1,3785306
9,2,35-44,1,Female,1,NHW,PVD_medSBP,12,4,10789518
10,2,35-44,1,Female,2,NHB,PVD_medSBP,3,1,2841551
11,2,35-44,1,Female,3,HIS,PVD_medSBP,4,1,4706043
12,2,35-44,1,Female,4,OTH,PVD_medSBP,2,1,2705155
13,2,35-44,2,Male,1,NHW,PVD_medSBP,9,3,10698668
14,2,35-44,2,Male,2,NHB,PVD_medSBP,2,1,2373836
15,2,35-44,2,Male,3,HIS,PVD_medSBP,4,1,4477083
16,2,35-44,2,Male,4,OTH,PVD_medSBP,2,1,2268050
17,3,45-54,1,Female,1,NHW,PVD_medSBP,51,7,12961330
18,3,45-54,1,Female,2,NHB,PVD_medSBP,20,5,2294986
19,3,45-54,1,Female,3,HIS,PVD_medSBP,9,2,2981376
20,3,45-54,1,Female,4,OTH,PVD_medSBP,7,1,1908325
21,3,45-54,2,Male,1,NHW,PVD_medSBP,56,8,10622756
22,3,45-54,2,Male,2,NHB,PVD_medSBP,25,5,2323392
23,3,45-54,2,Male,3,HIS,PVD_medSBP,13,4,3207152
24,3,45-54,2,Male,4,OTH,PVD_medSBP,7,1,2807268
25,4,55-64,1,Female,1,NHW,PVD_medSBP,200,14,16626401
26,4,55-64,1,Female,2,NHB,PVD_medSBP,64,9,3005374
27,4,55-64,1,Female,3,HIS,PVD_medSBP,35,7,2911586
28,4,55-64,1,Female,4,OTH,PVD_medSBP,9,2,2629488
29,4,55-64,2,Male,1,NHW,PVD_medSBP,312,18,15564860
30,4,55-64,2,Male,2,NHB,PVD_medSBP,107,11,2050599
31,4,55-64,2,Male,3,HIS,PVD_medSBP,38,7,2832735
32,4,55-64,2,Male,4,OTH,PVD_medSBP,11,4,2195076
33,5,65-74,1,Female,1,NHW,PVD_medSBP,427,21,11513863
34,5,65-74,1,Female,2,NHB,PVD_medSBP,109,11,1390166
35,5,65-74,1,Female,3,HIS,PVD_medSBP,32,6,1616432
36,5,65-74,1,Female,4,OTH,PVD_medSBP,11,4,1089947
37,5,65-74,2,Male,1,NHW,PVD_medSBP,643,26,10345066
38,5,65-74,2,Male,2,NHB,PVD_medSBP,147,13,1099252
39,5,65-74,2,Male,3,HIS,PVD_medSBP,62,8,1168063
40,5,65-74,2,Male,4,OTH,PVD_medSBP,16,5,989548
41,6,75+,1,Female,1,NHW,PVD_medSBP,2411,69,9145660
42,6,75+,1,Female,2,NHB,PVD_medSBP,385,28,1249362
43,6,75+,1,Female,3,HIS,PVD_medSBP,173,19,737080
44,6,75+,1,Female,4,OTH,PVD_medSBP,74,12,689818
45,6,75+,2,Male,1,NHW,PVD_medSBP,1665,58,6831819
46,6,75+,2,Male,2,NHB,PVD_medSBP,279,24,670963
47,6,75+,2,Male,3,HIS,PVD_medSBP,129,16,548525
48,6,75+,2,Male,4,OTH,PVD_medSBP,40,9,638884
1,1,20-34,1,Female,1,NHW,RHD,44,8,18192633
2,1,20-34,1,Female,2,NHB,RHD,8,2,4596338
3,1,20-34,1,Female,3,HIS,RHD,9,2,6549965
4,1,20-34,1,Female,4,OTH,RHD,5,1,3878604
5,1,20-34,2,Male,1,NHW,RHD,23,4,19295314
6,1,20-34,2,Male,2,NHB,RHD,6,1,4186659
7,1,20-34,2,Male,3,HIS,RHD,9,2,6886181
8,1,20-34,2,Male,4,OTH,RHD,4,1,3785306
9,2,35-44,1,Female,1,NHW,RHD,33,6,10789518
10,2,35-44,1,Female,2,NHB,RHD,15,4,2841551
11,2,35-44,1,Female,3,HIS,RHD,9,2,4706043
12,2,35-44,1,Female,4,OTH,RHD,5,1,2705155
13,2,35-44,2,Male,1,NHW,RHD,23,5,10698668
14,2,35-44,2,Male,2,NHB,RHD,5,1,2373836
15,2,35-44,2,Male,3,HIS,RHD,9,2,4477083
16,2,35-44,2,Male,4,OTH,RHD,4,1,2268050
17,3,45-54,1,Female,1,NHW,RHD,44,7,12961330
18,3,45-54,1,Female,2,NHB,RHD,22,5,2294986
19,3,45-54,1,Female,3,HIS,RHD,9,2,2981376
20,3,45-54,1,Female,4,OTH,RHD,7,1,1908325
21,3,45-54,2,Male,1,NHW,RHD,49,7,10622756
22,3,45-54,2,Male,2,NHB,RHD,17,5,2323392
23,3,45-54,2,Male,3,HIS,RHD,9,2,3207152
24,3,45-54,2,Male,4,OTH,RHD,6,1,2807268
25,4,55-64,1,Female,1,NHW,RHD,128,11,16626401
26,4,55-64,1,Female,2,NHB,RHD,33,6,3005374
27,4,55-64,1,Female,3,HIS,RHD,22,5,2911586
28,4,55-64,1,Female,4,OTH,RHD,17,5,2629488
29,4,55-64,2,Male,1,NHW,RHD,116,11,15564860
30,4,55-64,2,Male,2,NHB,RHD,28,6,2050599
31,4,55-64,2,Male,3,HIS,RHD,13,4,2832735
32,4,55-64,2,Male,4,OTH,RHD,11,4,2195076
33,5,65-74,1,Female,1,NHW,RHD,252,16,11513863
34,5,65-74,1,Female,2,NHB,RHD,50,8,1390166
35,5,65-74,1,Female,3,HIS,RHD,36,6,1616432
36,5,65-74,1,Female,4,OTH,RHD,21,5,1089947
37,5,65-74,2,Male,1,NHW,RHD,201,15,10345066
38,5,65-74,2,Male,2,NHB,RHD,26,6,1099252
39,5,65-74,2,Male,3,HIS,RHD,15,4,1168063
40,5,65-74,2,Male,4,OTH,RHD,14,4,989548
41,6,75+,1,Female,1,NHW,RHD,1380,53,9145660
42,6,75+,1,Female,2,NHB,RHD,72,13,1249362
43,6,75+,1,Female,3,HIS,RHD,76,13,737080
44,6,75+,1,Female,4,OTH,RHD,37,9,689818
45,6,75+,2,Male,1,NHW,RHD,567,34,6831819
46,6,75+,2,Male,2,NHB,RHD,25,8,670963
47,6,75+,2,Male,3,HIS,RHD,32,8,548525
48,6,75+,2,Male,4,OTH,RHD,15,4,638884
1,1,20-34,1,Female,1,NHW,RHD_medBMI,44,8,18192633
2,1,20-34,1,Female,2,NHB,RHD_medBMI,8,2,4596338
3,1,20-34,1,Female,3,HIS,RHD_medBMI,9,2,6549965
4,1,20-34,1,Female,4,OTH,RHD_medBMI,5,1,3878604
5,1,20-34,2,Male,1,NHW,RHD_medBMI,23,4,19295314
6,1,20-34,2,Male,2,NHB,RHD_medBMI,6,1,4186659
7,1,20-34,2,Male,3,HIS,RHD_medBMI,9,2,6886181
8,1,20-34,2,Male,4,OTH,RHD_medBMI,4,1,3785306
9,2,35-44,1,Female,1,NHW,RHD_medBMI,33,6,10789518
10,2,35-44,1,Female,2,NHB,RHD_medBMI,15,4,2841551
11,2,35-44,1,Female,3,HIS,RHD_medBMI,9,2,4706043
12,2,35-44,1,Female,4,OTH,RHD_medBMI,5,1,2705155
13,2,35-44,2,Male,1,NHW,RHD_medBMI,23,5,10698668
14,2,35-44,2,Male,2,NHB,RHD_medBMI,5,1,2373836
15,2,35-44,2,Male,3,HIS,RHD_medBMI,9,2,4477083
16,2,35-44,2,Male,4,OTH,RHD_medBMI,4,1,2268050
17,3,45-54,1,Female,1,NHW,RHD_medBMI,44,7,12961330
18,3,45-54,1,Female,2,NHB,RHD_medBMI,22,5,2294986
19,3,45-54,1,Female,3,HIS,RHD_medBMI,9,2,2981376
20,3,45-54,1,Female,4,OTH,RHD_medBMI,7,1,1908325
21,3,45-54,2,Male,1,NHW,RHD_medBMI,49,7,10622756
22,3,45-54,2,Male,2,NHB,RHD_medBMI,17,5,2323392
23,3,45-54,2,Male,3,HIS,RHD_medBMI,9,2,3207152
24,3,45-54,2,Male,4,OTH,RHD_medBMI,6,1,2807268
25,4,55-64,1,Female,1,NHW,RHD_medBMI,128,11,16626401
26,4,55-64,1,Female,2,NHB,RHD_medBMI,33,6,3005374
27,4,55-64,1,Female,3,HIS,RHD_medBMI,22,5,2911586
28,4,55-64,1,Female,4,OTH,RHD_medBMI,17,5,2629488
29,4,55-64,2,Male,1,NHW,RHD_medBMI,116,11,15564860
30,4,55-64,2,Male,2,NHB,RHD_medBMI,28,6,2050599
31,4,55-64,2,Male,3,HIS,RHD_medBMI,13,4,2832735
32,4,55-64,2,Male,4,OTH,RHD_medBMI,11,4,2195076
33,5,65-74,1,Female,1,NHW,RHD_medBMI,252,16,11513863
34,5,65-74,1,Female,2,NHB,RHD_medBMI,50,8,1390166
35,5,65-74,1,Female,3,HIS,RHD_medBMI,36,6,1616432
36,5,65-74,1,Female,4,OTH,RHD_medBMI,21,5,1089947
37,5,65-74,2,Male,1,NHW,RHD_medBMI,201,15,10345066
38,5,65-74,2,Male,2,NHB,RHD_medBMI,26,6,1099252
39,5,65-74,2,Male,3,HIS,RHD_medBMI,15,4,1168063
40,5,65-74,2,Male,4,OTH,RHD_medBMI,14,4,989548
41,6,75+,1,Female,1,NHW,RHD_medBMI,1380,53,9145660
42,6,75+,1,Female,2,NHB,RHD_medBMI,72,13,1249362
43,6,75+,1,Female,3,HIS,RHD_medBMI,76,13,737080
44,6,75+,1,Female,4,OTH,RHD_medBMI,37,9,689818
45,6,75+,2,Male,1,NHW,RHD_medBMI,567,34,6831819
46,6,75+,2,Male,2,NHB,RHD_medBMI,25,8,670963
47,6,75+,2,Male,3,HIS,RHD_medBMI,32,8,548525
48,6,75+,2,Male,4,OTH,RHD_medBMI,15,4,638884
1,1,20-34,1,Female,1,NHW,RHD_medSBP,44,8,18192633
2,1,20-34,1,Female,2,NHB,RHD_medSBP,8,2,4596338
3,1,20-34,1,Female,3,HIS,RHD_medSBP,9,2,6549965
4,1,20-34,1,Female,4,OTH,RHD_medSBP,5,1,3878604
5,1,20-34,2,Male,1,NHW,RHD_medSBP,23,4,19295314
6,1,20-34,2,Male,2,NHB,RHD_medSBP,6,1,4186659
7,1,20-34,2,Male,3,HIS,RHD_medSBP,9,2,6886181
8,1,20-34,2,Male,4,OTH,RHD_medSBP,4,1,3785306
9,2,35-44,1,Female,1,NHW,RHD_medSBP,33,6,10789518
10,2,35-44,1,Female,2,NHB,RHD_medSBP,15,4,2841551
11,2,35-44,1,Female,3,HIS,RHD_medSBP,9,2,4706043
12,2,35-44,1,Female,4,OTH,RHD_medSBP,5,1,2705155
13,2,35-44,2,Male,1,NHW,RHD_medSBP,23,5,10698668
14,2,35-44,2,Male,2,NHB,RHD_medSBP,5,1,2373836
15,2,35-44,2,Male,3,HIS,RHD_medSBP,9,2,4477083
16,2,35-44,2,Male,4,OTH,RHD_medSBP,4,1,2268050
17,3,45-54,1,Female,1,NHW,RHD_medSBP,44,7,12961330
18,3,45-54,1,Female,2,NHB,RHD_medSBP,22,5,2294986
19,3,45-54,1,Female,3,HIS,RHD_medSBP,9,2,2981376
20,3,45-54,1,Female,4,OTH,RHD_medSBP,7,1,1908325
21,3,45-54,2,Male,1,NHW,RHD_medSBP,49,7,10622756
22,3,45-54,2,Male,2,NHB,RHD_medSBP,17,5,2323392
23,3,45-54,2,Male,3,HIS,RHD_medSBP,9,2,3207152
24,3,45-54,2,Male,4,OTH,RHD_medSBP,6,1,2807268
25,4,55-64,1,Female,1,NHW,RHD_medSBP,128,11,16626401
26,4,55-64,1,Female,2,NHB,RHD_medSBP,33,6,3005374
27,4,55-64,1,Female,3,HIS,RHD_medSBP,22,5,2911586
28,4,55-64,1,Female,4,OTH,RHD_medSBP,17,5,2629488
29,4,55-64,2,Male,1,NHW,RHD_medSBP,116,11,15564860
30,4,55-64,2,Male,2,NHB,RHD_medSBP,28,6,2050599
31,4,55-64,2,Male,3,HIS,RHD_medSBP,13,4,2832735
32,4,55-64,2,Male,4,OTH,RHD_medSBP,11,4,2195076
33,5,65-74,1,Female,1,NHW,RHD_medSBP,252,16,11513863
34,5,65-74,1,Female,2,NHB,RHD_medSBP,50,8,1390166
35,5,65-74,1,Female,3,HIS,RHD_medSBP,36,6,1616432
36,5,65-74,1,Female,4,OTH,RHD_medSBP,21,5,1089947
37,5,65-74,2,Male,1,NHW,RHD_medSBP,201,15,10345066
38,5,65-74,2,Male,2,NHB,RHD_medSBP,26,6,1099252
39,5,65-74,2,Male,3,HIS,RHD_medSBP,15,4,1168063
40,5,65-74,2,Male,4,OTH,RHD_medSBP,14,4,989548
41,6,75+,1,Female,1,NHW,RHD_medSBP,1380,53,9145660
42,6,75+,1,Female,2,NHB,RHD_medSBP,72,13,1249362
43,6,75+,1,Female,3,HIS,RHD_medSBP,76,13,737080
44,6,75+,1,Female,4,OTH,RHD_medSBP,37,9,689818
45,6,75+,2,Male,1,NHW,RHD_medSBP,567,34,6831819
46,6,75+,2,Male,2,NHB,RHD_medSBP,25,8,670963
47,6,75+,2,Male,3,HIS,RHD_medSBP,32,8,548525
48,6,75+,2,Male,4,OTH,RHD_medSBP,15,4,638884
1,1,20-34,1,Female,1,NHW,SCC,18,10,18192633
